project_id,project_start_date,project_end_date,type_of_project,project_status,reporter_id,approver_id,CLIENT_ID,tech_coe,proposition_coe,is_active_project,is_overrunning,days_until_end,ramp_down_window,tech_coe_primary
CLIENT_318_003,06-04-2026,18-05-2026,Client Project,COMPLETE,EMP692,EMP161,CLIENT_318,Data Engineering,Data Advisory,False,False,-40,none,Data Engineering
CLIENT_177_002,26-07-2024,04-10-2024,Client Project,COMPLETE,EMP732,EMP667,CLIENT_177,Data Engineering;Analytical Engineering,Core Reporting,False,False,-631,none,Data Engineering
CLIENT_92_003,08-08-2022,02-09-2022,Client Project,COMPLETE,,,CLIENT_92,,,False,False,-1394,none,
CLIENT_424_002,04-12-2023,15-12-2023,Client Project,COMPLETE,EMP836,EMP293,CLIENT_424,,Value Creation,False,False,-925,none,
CLIENT_229_004,31-07-2023,18-08-2023,Client Project,COMPLETE,EMP233,EMP233,CLIENT_229,,,False,False,-1044,none,
CLIENT_276_005,27-03-2023,07-07-2023,Client Project,COMPLETE,EMP676,EMP676,CLIENT_276,,,False,False,-1086,none,
CLIENT_308_007,26-05-2025,31-08-2026,Managed Services,COMPLETE,EMP596,EMP596,CLIENT_308,BI and Reporting,Managed Services,False,False,65,none,BI and Reporting
CLIENT_377_001,10-01-2024,19-04-2024,Client Project,COMPLETE,EMP994,EMP781,CLIENT_377,,Core Reporting,False,False,-799,none,
CLIENT_425_001,23-09-2019,27-10-2019,Client Project,COMPLETE,EMP532,EMP9,CLIENT_425,,,False,False,-2435,none,
CLIENT_384_002,20-06-2024,18-07-2024,Managed Services,COMPLETE,EMP833,EMP904,CLIENT_384,Analytical Engineering,Managed Services,False,False,-709,none,Analytical Engineering
CLIENT_143_007,24-03-2025,31-08-2025,Client Project,COMPLETE,EMP308,EMP667,CLIENT_143,TechOps and Automation,Value Creation,False,False,-300,none,TechOps and Automation
CLIENT_364_002,01-04-2024,19-04-2024,Client Project,COMPLETE,EMP937,EMP973,CLIENT_364,Cloud Services and MLOps,Other,False,False,-799,none,Cloud Services and MLOps
CLIENT_426_001,01-02-2022,08-02-2022,Client Project,COMPLETE,EMP51,EMP51,CLIENT_426,,,False,False,-1600,none,
CLIENT_427_001,20-08-2025,05-09-2025,Client Project,COMPLETE,EMP661,EMP535,CLIENT_427,BI and Reporting,Exit Support,False,False,-295,none,BI and Reporting
CLIENT_9_079,02-05-2022,10-06-2022,Internal Project,COMPLETE,EMP385,EMP845,CLIENT_9,,,False,False,-1478,none,
CLIENT_39_032,10-03-2022,18-03-2022,Client Project,COMPLETE,EMP768,,CLIENT_39,,,False,False,-1562,none,
CLIENT_428_001,06-03-2023,24-03-2023,Client Project,COMPLETE,EMP836,EMP438,CLIENT_428,,,False,False,-1191,none,
CLIENT_34_001,01-02-2019,28-02-2019,Client Project,COMPLETE,,,CLIENT_34,,,False,False,-2676,none,
CLIENT_189_005,03-03-2025,25-04-2025,Client Project,COMPLETE,EMP732,EMP231,CLIENT_189,BI and Reporting,Core Reporting,False,False,-428,none,BI and Reporting
CLIENT_429_002,06-05-2025,02-06-2025,Client Project,COMPLETE,EMP747,EMP215,CLIENT_429,Data Engineering;BI and Reporting,Exit Support,False,False,-390,none,Data Engineering
CLIENT_9_004,01-01-2019,31-12-2019,Internal Project,COMPLETE,EMP210,EMP210,CLIENT_9,,,False,False,-2370,none,
CLIENT_105_003,01-12-2021,31-12-2021,Client Project,COMPLETE,,,CLIENT_105,,,False,False,-1639,none,
CLIENT_9_218,01-08-2024,31-12-2025,Internal Project,COMPLETE,EMP952,EMP528,CLIENT_9,,,False,False,-178,none,
CLIENT_4_006,01-06-2023,21-03-2024,Client Project,COMPLETE,EMP958,EMP959,CLIENT_4,,Managed Services,False,False,-828,none,
CLIENT_9_142,12-09-2022,02-12-2022,Internal Project,COMPLETE,EMP385,EMP248,CLIENT_9,,,False,False,-1303,none,
CLIENT_423_002,02-06-2025,05-09-2025,Client Project,CLOSED,EMP479,EMP231,CLIENT_423,BI and Reporting;Data Engineering,Core Reporting,False,False,-295,none,BI and Reporting
CLIENT_299_002,02-04-2024,31-07-2024,Client Project,COMPLETE,EMP833,EMP445,CLIENT_299,Analytical Engineering;QA;Data Governance,Core Reporting,False,False,-696,none,Analytical Engineering
CLIENT_118_002,01-02-2019,28-02-2019,Client Project,COMPLETE,,,CLIENT_118,,,False,False,-2676,none,
CLIENT_59_013,23-05-2024,14-06-2024,Client Project,COMPLETE,EMP474,EMP20,CLIENT_59,,Other,False,False,-743,none,
CLIENT_77_005,14-08-2023,16-09-2023,Client Project,COMPLETE,EMP231,EMP231,CLIENT_77,,Core Reporting,False,False,-1015,none,
CLIENT_30_002,10-06-2024,28-06-2024,Client Project,COMPLETE,EMP836,EMP233,CLIENT_30,Analytical Engineering,Exit Support,False,False,-729,none,Analytical Engineering
CLIENT_59_006,31-07-2023,03-08-2023,Client Project,COMPLETE,EMP684,EMP684,CLIENT_59,,Due Diligence,False,False,-1059,none,
CLIENT_430_001,27-08-2024,17-09-2024,Client Project,COMPLETE,EMP907,EMP529,CLIENT_430,,Exit Support,False,False,-648,none,
CLIENT_20_035,08-11-2023,15-12-2023,Client Project,COMPLETE,EMP749,EMP749,CLIENT_20,,Core Reporting,False,False,-925,none,
CLIENT_192_002,08-09-2025,17-10-2025,Client Project,COMPLETE,EMP836,EMP648,CLIENT_192,Consulting,Data Advisory,False,False,-253,none,Consulting
CLIENT_127_028,01-02-2019,31-12-2025,BAU Activity,COMPLETE,EMP301,EMP301,CLIENT_127,,,False,False,-178,none,
CLIENT_9_145,12-09-2022,23-12-2022,Internal Project,COMPLETE,EMP903,EMP762,CLIENT_9,,,False,False,-1282,none,
CLIENT_159_001,12-05-2025,20-07-2025,Client Project,COMPLETE,EMP452,EMP293,CLIENT_159,Consulting;BI and Reporting;Data Engineering,Exit Support,False,False,-342,none,Consulting
CLIENT_12_010,10-04-2023,30-06-2023,Client Project,COMPLETE,EMP676,EMP277,CLIENT_12,,,False,False,-1093,none,
CLIENT_225_003,17-04-2022,31-05-2022,Client Project,COMPLETE,EMP1031,EMP1031,CLIENT_225,,,False,False,-1488,none,
CLIENT_123_006,15-04-2024,01-09-2024,Client Project,COMPLETE,,EMP183,CLIENT_123,,Exit Support,False,False,-664,none,
CLIENT_431_001,17-12-2024,14-02-2025,Client Project,COMPLETE,EMP1011,EMP357,CLIENT_431,Data Science & ML,Value Creation,False,False,-498,none,Data Science & ML
CLIENT_86_003,15-11-2021,14-03-2022,Client Project,COMPLETE,EMP557,EMP535,CLIENT_86,,,False,False,-1566,none,
CLIENT_20_029,01-06-2023,15-09-2023,Client Project,COMPLETE,,,CLIENT_20,,,False,False,-1016,none,
CLIENT_19_011,12-01-2026,09-03-2026,Client Project,COMPLETE,EMP847,EMP68,CLIENT_19,NOT_MAPPED,Value Creation,False,False,-110,none,NOT_MAPPED
CLIENT_432_170,12-02-2024,27-12-2024,Client Project,COMPLETE,EMP306,EMP579,CLIENT_432,Data Engineering;Analytical Engineering,Data and Reporting,False,False,-547,none,Data Engineering
CLIENT_281_002,27-01-2025,28-03-2025,Client Project,COMPLETE,EMP994,EMP438,CLIENT_281,BI and Reporting;Consulting,Core Reporting,False,False,-456,none,BI and Reporting
CLIENT_9_183,18-12-2023,29-02-2024,Client Project,COMPLETE,EMP115,EMP210,CLIENT_9,,Other,False,False,-849,none,
CLIENT_104_001,30-10-2023,01-12-2023,Client Project,COMPLETE,EMP684,EMP245,CLIENT_104,,,False,False,-939,none,
CLIENT_433_001,24-04-2023,19-05-2023,Client Project,COMPLETE,EMP173,EMP173,CLIENT_433,,,False,False,-1135,none,
CLIENT_185_005,15-05-2023,09-06-2023,Client Project,COMPLETE,EMP535,EMP535,CLIENT_185,,,False,False,-1114,none,
CLIENT_9_046,14-03-2022,22-04-2022,Internal Project,COMPLETE,EMP533,EMP533,CLIENT_9,,,False,False,-1527,none,
CLIENT_434_001,28-06-2023,05-11-2023,Client Project,COMPLETE,EMP173,EMP333,CLIENT_434,,Value Creation,False,False,-965,none,
CLIENT_348_002,10-03-2025,28-11-2025,Client Project,ACTIVE,EMP1036,EMP210,CLIENT_348,Data Engineering,Core Reporting,True,True,-211,none,Data Engineering
CLIENT_52_002,11-12-2023,16-01-2024,Client Project,COMPLETE,EMP557,EMP973,CLIENT_52,,Core Reporting,False,False,-893,none,
CLIENT_100_002,16-06-2025,31-03-2026,Managed Services,COMPLETE,EMP479,EMP185,CLIENT_100,BI and Reporting,Managed Services,False,False,-88,none,BI and Reporting
CLIENT_205_007,13-04-2026,28-09-2026,Managed Services,PROPOSE,EMP1021,EMP102,CLIENT_205,Data Engineering,Managed Service,False,False,93,none,Data Engineering
CLIENT_435_001,17-02-2025,17-03-2025,Client Project,COMPLETE,EMP732,EMP732,CLIENT_435,BI and Reporting,Core Reporting,False,False,-467,none,BI and Reporting
CLIENT_72_013,10-11-2025,01-12-2025,Client Project,COMPLETE,EMP64,EMP23,CLIENT_72,BI and Reporting,Core Reporting,False,False,-208,none,BI and Reporting
CLIENT_292_004,13-02-2019,05-04-2019,Client Project,COMPLETE,EMP210,EMP210,CLIENT_292,,,False,False,-2640,none,
CLIENT_80_012,15-06-2026,24-08-2026,Client Project,DEAL WON,EMP195,EMP933,CLIENT_80,BI and Reporting,Core Reporting,True,False,58,60_days,BI and Reporting
CLIENT_90_003,26-02-2024,29-03-2024,Client Project,COMPLETE,EMP596,EMP233,CLIENT_90,,Snowball Reporting,False,False,-820,none,
CLIENT_77_004,04-06-2023,28-02-2025,Managed Services,COMPLETE,EMP233,EMP194,CLIENT_77,,Managed Services,False,False,-484,none,
CLIENT_127_006,05-09-2022,31-12-2030,BAU Activity,ACTIVE,EMP46,EMP46,CLIENT_127,,,True,False,1648,none,
CLIENT_9_227,11-09-2024,04-10-2024,Internal Project,COMPLETE,EMP732,EMP747,CLIENT_9,,,False,False,-631,none,
CLIENT_9_269,20-04-2026,30-07-2026,Internal Project,ACTIVE,EMP47,EMP47,CLIENT_9,,,True,False,33,60_days,
CLIENT_98_011,21-10-2024,25-05-2025,Client Project,COMPLETE,EMP195,EMP848,CLIENT_98,Data Science & ML,Core Reporting,False,False,-398,none,Data Science & ML
CLIENT_9_162,16-01-2023,31-12-2023,Internal Project,COMPLETE,EMP173,EMP958,CLIENT_9,,,False,False,-909,none,
CLIENT_436_001,07-04-2025,04-05-2025,Client Project,DEAL LOST,EMP331,EMP747,CLIENT_436,BI and Reporting,Data Advisory,False,False,-419,none,BI and Reporting
CLIENT_23_021,01-06-2026,03-08-2026,Client Project,DEAL WON,EMP306,EMP596,CLIENT_23,Data Engineering,Core Reporting,True,False,37,60_days,Data Engineering
CLIENT_23_019,16-03-2026,11-05-2026,Client Project,DEAL LOST,EMP249,EMP601,CLIENT_23,BI and Reporting,Core Reporting,False,False,-47,none,BI and Reporting
CLIENT_437_001,02-08-2021,19-10-2021,Client Project,COMPLETE,EMP474,EMP474,CLIENT_437,,,False,False,-1712,none,
CLIENT_96_002,05-12-2022,23-12-2022,Client Project,COMPLETE,EMP937,EMP937,CLIENT_96,,,False,False,-1282,none,
CLIENT_140_001,28-07-2024,14-11-2024,Client Project,COMPLETE,EMP836,EMP1000,CLIENT_140,,Exit Support,False,False,-590,none,
CLIENT_43_027,04-11-2019,31-01-2020,Client Project,COMPLETE,EMP931,EMP931,CLIENT_43,,,False,False,-2339,none,
CLIENT_30_001,01-05-2024,15-05-2024,Client Project,COMPLETE,EMP557,EMP398,CLIENT_30,Software Development and LLMs,Exit Support,False,False,-773,none,Software Development and LLMs
CLIENT_9_023,01-01-2020,31-12-2020,Internal Project,COMPLETE,EMP398,EMP398,CLIENT_9,,,False,False,-2004,none,
CLIENT_5_002,20-04-2020,22-05-2020,Client Project,COMPLETE,EMP700,EMP700,CLIENT_5,,,False,False,-2227,none,
CLIENT_205_004,02-02-2026,31-08-2026,Managed Services,ACTIVE,EMP1021,EMP20,CLIENT_205,Data Engineering;BI and Reporting;Gen AI,Managed Service,True,False,65,90_days,Data Engineering
CLIENT_438_001,22-06-2026,10-08-2026,Client Project,DEAL WON,EMP195,EMP215,CLIENT_438,Consulting,Data Advisory,True,False,44,60_days,Consulting
CLIENT_39_002,13-11-2019,22-12-2019,Client Project,COMPLETE,,,CLIENT_39,,,False,False,-2379,none,
CLIENT_39_050,05-06-2023,08-06-2023,Client Project,COMPLETE,EMP557,EMP557,CLIENT_39,,,False,False,-1115,none,
CLIENT_439_001,24-06-2019,31-07-2019,Client Project,COMPLETE,EMP533,EMP9,CLIENT_439,,,False,False,-2523,none,
CLIENT_42_015,25-03-2024,30-08-2024,Client Project,COMPLETE,EMP314,EMP346,CLIENT_42,,Exit Support,False,False,-666,none,
CLIENT_33_008,28-10-2019,29-11-2019,Client Project,COMPLETE,EMP801,EMP801,CLIENT_33,,,False,False,-2402,none,
CLIENT_39_062,13-11-2023,22-12-2023,Client Project,COMPLETE,EMP454,EMP454,CLIENT_39,,Core Reporting,False,False,-918,none,
CLIENT_42_017,29-04-2024,27-05-2024,Client Project,COMPLETE,EMP571,EMP426,CLIENT_42,,Exit Support,False,False,-761,none,
CLIENT_122_007,04-05-2026,15-06-2026,Client Project,SCOPING APPROVAL,EMP688,EMP688,CLIENT_122,Consulting,Core Reporting,False,False,-12,none,Consulting
CLIENT_265_003,21-02-2019,25-02-2019,Client Project,COMPLETE,EMP308,EMP308,CLIENT_265,,,False,False,-2679,none,
CLIENT_88_002,26-04-2021,21-05-2021,Client Project,COMPLETE,EMP474,EMP210,CLIENT_88,,,False,False,-1863,none,
CLIENT_440_001,15-06-2026,27-07-2026,Client Project,DEAL WON,EMP692,EMP692,CLIENT_440,Consulting;BI and Reporting;Data Engineering,Data Advisory,True,False,30,30_days,Consulting
CLIENT_317_001,30-11-2020,28-02-2021,Client Project,COMPLETE,EMP308,EMP308,CLIENT_317,,,False,False,-1945,none,
CLIENT_441_001,14-12-2023,26-01-2024,Client Project,COMPLETE,EMP935,EMP660,CLIENT_441,,Exit Support,False,False,-883,none,
CLIENT_245_003,06-04-2026,27-04-2026,Managed Services,DEAL WON,EMP18,EMP57,CLIENT_245,Data Engineering,Managed Service,True,False,-61,30_days,Data Engineering
CLIENT_250_001,03-06-2024,05-06-2024,Client Project,COMPLETE,EMP1012,EMP1012,CLIENT_250,,Due Diligence,False,False,-752,none,
CLIENT_187_002,17-02-2025,25-05-2025,Client Project,COMPLETE,EMP306,EMP655,CLIENT_187,BI and Reporting;Data Engineering,Exit Support,False,False,-398,none,BI and Reporting
CLIENT_182_004,25-03-2024,03-05-2024,Client Project,COMPLETE,EMP847,EMP1011,CLIENT_182,Analytical Engineering,Core Reporting,False,False,-785,none,Analytical Engineering
CLIENT_83_001,19-09-2022,23-09-2022,Client Project,COMPLETE,EMP210,EMP749,CLIENT_83,,,False,False,-1373,none,
CLIENT_130_005,01-07-2025,26-09-2025,Client Project,COMPLETE,EMP393,EMP925,CLIENT_130,Data Engineering,Core Reporting,False,False,-274,none,Data Engineering
CLIENT_167_001,03-07-2023,23-02-2024,Client Project,COMPLETE,EMP688,EMP973,CLIENT_167,,,False,False,-855,none,
CLIENT_9_100,04-07-2022,12-08-2022,Internal Project,COMPLETE,EMP474,EMP973,CLIENT_9,,,False,False,-1415,none,
CLIENT_23_013,01-04-2025,31-07-2025,Client Project,CLOSED,EMP306,EMP306,CLIENT_23,BI and Reporting,Exit Support,False,False,-331,none,BI and Reporting
CLIENT_238_005,15-06-2026,06-07-2026,Client Project,PROPOSE,EMP557,EMP569,CLIENT_238,Data Engineering,Value Creation,False,False,9,none,Data Engineering
CLIENT_9_270,11-05-2026,31-12-2026,Internal Project,ACTIVE,EMP762,EMP925,CLIENT_9,,,True,False,187,none,
CLIENT_301_001,07-04-2025,06-06-2025,Client Project,COMPLETE,EMP22,EMP971,CLIENT_301,Data Engineering;BI and Reporting;Consulting,Exit Support,False,False,-386,none,Data Engineering
CLIENT_9_131,12-09-2022,02-12-2022,Internal Project,COMPLETE,EMP474,EMP474,CLIENT_9,,,False,False,-1303,none,
CLIENT_367_001,24-04-2022,09-06-2022,Client Project,COMPLETE,EMP385,EMP385,CLIENT_367,,,False,False,-1479,none,
CLIENT_248_005,23-03-2026,01-06-2026,Client Project,DEAL WON,EMP479,EMP959,CLIENT_248,Data Engineering;BI and Reporting;Consulting,Core Reporting,True,False,-26,30_days,Data Engineering
CLIENT_120_005,01-11-2022,30-04-2023,Client Project,COMPLETE,EMP903,EMP903,CLIENT_120,,,False,False,-1154,none,
CLIENT_17_004,26-06-2023,28-07-2023,Client Project,COMPLETE,EMP474,EMP398,CLIENT_17,,,False,False,-1065,none,
CLIENT_120_020,02-01-2025,31-03-2025,Client Project,COMPLETE,EMP210,EMP771,CLIENT_120,Data Engineering,Core Reporting,False,False,-453,none,Data Engineering
CLIENT_250_006,19-02-2025,04-03-2025,Client Project,COMPLETE,EMP1012,EMP22,CLIENT_250,BI and Reporting;Data Engineering,Due Diligence,False,False,-480,none,BI and Reporting
CLIENT_9_113,04-07-2022,12-08-2022,Internal Project,COMPLETE,EMP308,EMP308,CLIENT_9,,,False,False,-1415,none,
CLIENT_9_074,29-03-2022,31-05-2022,Internal Project,COMPLETE,EMP210,EMP210,CLIENT_9,,,False,False,-1488,none,
CLIENT_225_002,18-04-2022,12-06-2022,Client Project,COMPLETE,EMP1031,EMP1031,CLIENT_225,,,False,False,-1476,none,
CLIENT_182_003,08-01-2024,31-08-2026,Managed Services,ACTIVE,EMP847,EMP102,CLIENT_182,TechOps and Automation,Managed Services,True,False,65,90_days,TechOps and Automation
CLIENT_128_004,06-04-2021,04-05-2021,Client Project,COMPLETE,EMP173,EMP233,CLIENT_128,,,False,False,-1880,none,
CLIENT_442_001,23-02-2026,02-03-2026,Client Project,DEAL WON,EMP847,EMP438,CLIENT_442,Consulting;Data Engineering,Data Advisory,True,False,-117,30_days,Consulting
CLIENT_188_003,24-05-2021,11-06-2021,Client Project,COMPLETE,EMP308,EMP845,CLIENT_188,,,False,False,-1842,none,
CLIENT_443_001,03-06-2019,19-07-2019,Client Project,COMPLETE,EMP533,EMP533,CLIENT_443,,,False,False,-2535,none,
CLIENT_18_019,03-04-2023,30-06-2023,Client Project,COMPLETE,EMP233,EMP233,CLIENT_18,,,False,False,-1093,none,
CLIENT_41_011,25-04-2022,10-06-2022,Client Project,COMPLETE,EMP1031,EMP1031,CLIENT_41,,,False,False,-1478,none,
CLIENT_75_001,06-10-2025,14-11-2025,Client Project,COMPLETE,EMP452,EMP1015,CLIENT_75,BI and Reporting;Consulting;Data Engineering,Core Reporting,False,False,-225,none,BI and Reporting
CLIENT_18_004,05-07-2021,30-07-2021,Client Project,COMPLETE,EMP263,,CLIENT_18,,,False,False,-1793,none,
CLIENT_201_005,01-01-2025,31-08-2026,Managed Services,ACTIVE,EMP479,EMP610,CLIENT_201,Data Engineering,Managed Services,True,False,65,90_days,Data Engineering
CLIENT_328_002,11-07-2019,19-07-2019,Client Project,COMPLETE,EMP385,EMP385,CLIENT_328,,,False,False,-2535,none,
CLIENT_21_016,31-03-2024,31-08-2026,Managed Services,COMPLETE,EMP233,EMP490,CLIENT_21,Software Development and LLMs,Managed Services,False,False,65,none,Software Development and LLMs
CLIENT_43_034,21-08-2023,01-09-2023,Client Project,COMPLETE,EMP474,EMP926,CLIENT_43,,,False,False,-1030,none,
CLIENT_86_015,08-02-2023,28-07-2023,Client Project,COMPLETE,EMP1011,EMP1011,CLIENT_86,,,False,False,-1065,none,
CLIENT_316_001,10-08-2020,19-02-2021,Client Project,COMPLETE,EMP263,,CLIENT_316,,,False,False,-1954,none,
CLIENT_213_001,13-07-2020,07-08-2020,Client Project,COMPLETE,EMP903,EMP903,CLIENT_213,,,False,False,-2150,none,
CLIENT_86_014,28-11-2022,09-12-2022,Client Project,COMPLETE,EMP768,EMP768,CLIENT_86,,,False,False,-1296,none,
CLIENT_10_011,24-11-2025,16-02-2026,Managed Services,ACTIVE,EMP275,EMP610,CLIENT_10,Data Engineering,Managed Service,True,True,-131,none,Data Engineering
CLIENT_10_013,16-02-2026,20-04-2026,Client Project,DEAL WON,EMP275,EMP288,CLIENT_10,Data Engineering;BI and Reporting,Core Reporting,True,False,-68,30_days,Data Engineering
CLIENT_39_015,06-08-2021,20-08-2021,Client Project,COMPLETE,EMP308,EMP308,CLIENT_39,,,False,False,-1772,none,
CLIENT_9_257,09-06-2025,31-12-2025,Internal Project,ACTIVE,EMP445,EMP762,CLIENT_9,,,True,True,-178,none,
CLIENT_319_002,01-04-2022,03-06-2022,Client Project,COMPLETE,EMP210,EMP438,CLIENT_319,,,False,False,-1485,none,
CLIENT_86_010,20-10-2022,21-01-2024,Client Project,COMPLETE,EMP1011,EMP240,CLIENT_86,,Core Reporting,False,False,-888,none,
CLIENT_235_002,08-12-2025,02-03-2026,Client Project,COMPLETE,EMP62,EMP244,CLIENT_235,Full Stack Engineering;Consulting;BI and Reporting;Data Engineering,Core Reporting,False,False,-117,none,Full Stack Engineering
CLIENT_172_006,23-02-2026,20-03-2026,Client Project,COMPLETE,EMP907,EMP231,CLIENT_172,Data Engineering,Core Reporting,False,False,-99,none,Data Engineering
CLIENT_444_003,24-03-2026,22-05-2026,Client Project,COMPLETE,EMP436,EMP245,CLIENT_444,BI and Reporting,Core Reporting,False,False,-36,none,BI and Reporting
CLIENT_9_107,04-07-2022,30-12-2022,Internal Project,COMPLETE,EMP1042,EMP1042,CLIENT_9,,,False,False,-1275,none,
CLIENT_9_235,18-11-2024,22-11-2024,Internal Project,COMPLETE,,,CLIENT_9,,,False,False,-582,none,
CLIENT_365_001,08-01-2024,12-01-2024,Client Project,COMPLETE,EMP1031,EMP747,CLIENT_365,,Core Reporting,False,False,-897,none,
CLIENT_20_021,13-02-2023,28-02-2023,Client Project,COMPLETE,EMP22,EMP22,CLIENT_20,,,False,False,-1215,none,
CLIENT_445_001,21-02-2022,11-03-2022,Client Project,COMPLETE,EMP308,EMP308,CLIENT_445,,,False,False,-1569,none,
CLIENT_185_003,03-01-2023,31-01-2023,Client Project,COMPLETE,EMP1031,EMP535,CLIENT_185,,,False,False,-1243,none,
CLIENT_103_009,11-04-2022,13-05-2022,Client Project,COMPLETE,EMP833,EMP903,CLIENT_103,,,False,False,-1506,none,
CLIENT_174_002,02-03-2026,11-05-2026,Client Project,PROPOSE,EMP306,EMP306,CLIENT_174,BI and Reporting;Data Engineering,Core Reporting,False,False,-47,none,BI and Reporting
CLIENT_39_012,28-04-2021,13-05-2021,Client Project,COMPLETE,EMP308,EMP308,CLIENT_39,,,False,False,-1871,none,
CLIENT_164_002,03-02-2025,30-09-2025,Client Project,COMPLETE,EMP571,EMP161,CLIENT_164,Data Engineering,Core Reporting,False,False,-270,none,Data Engineering
CLIENT_327_005,16-03-2024,07-05-2025,Managed Services,COMPLETE,EMP557,EMP244,CLIENT_327,,Managed Services,False,False,-416,none,
CLIENT_9_151,12-09-2022,02-12-2022,Internal Project,COMPLETE,EMP173,EMP173,CLIENT_9,,,False,False,-1303,none,
CLIENT_446_001,27-01-2022,11-02-2022,Client Project,COMPLETE,EMP308,EMP233,CLIENT_446,,,False,False,-1597,none,
CLIENT_265_004,29-04-2019,30-09-2019,Client Project,COMPLETE,EMP533,EMP533,CLIENT_265,,,False,False,-2462,none,
CLIENT_9_254,01-06-2024,31-12-2025,Internal Project,COMPLETE,EMP529,EMP771,CLIENT_9,,,False,False,-178,none,
CLIENT_127_012,04-09-2022,30-09-2030,BAU Activity,ACTIVE,EMP61,EMP61,CLIENT_127,,,True,False,1556,none,
CLIENT_25_009,02-05-2022,31-12-2023,Client Project,COMPLETE,EMP233,EMP293,CLIENT_25,,Managed Services,False,False,-909,none,
CLIENT_188_001,28-04-2021,21-05-2021,Client Project,COMPLETE,EMP308,EMP308,CLIENT_188,,,False,False,-1863,none,
CLIENT_143_004,09-09-2024,18-10-2024,Client Project,COMPLETE,EMP809,EMP676,CLIENT_143,Software Development and LLMs,Value Creation,False,False,-617,none,Software Development and LLMs
CLIENT_12_005,04-10-2021,31-12-2021,Client Project,COMPLETE,EMP263,,CLIENT_12,,,False,False,-1639,none,
CLIENT_9_127,12-09-2022,02-12-2022,Internal Project,COMPLETE,EMP474,EMP474,CLIENT_9,,,False,False,-1303,none,
CLIENT_226_003,22-09-2025,28-11-2025,Client Project,COMPLETE,EMP836,EMP98,CLIENT_226,BI and Reporting,Core Reporting,False,False,-211,none,BI and Reporting
CLIENT_447_001,02-02-2026,20-02-2026,Client Project,COMPLETE,EMP479,EMP244,CLIENT_447,Data Engineering,Core Reporting,False,False,-127,none,Data Engineering
CLIENT_382_001,14-11-2022,24-02-2023,Client Project,COMPLETE,EMP474,EMP588,CLIENT_382,,,False,False,-1219,none,
CLIENT_239_006,11-05-2026,01-06-2026,Client Project,DEAL WON,EMP557,EMP716,CLIENT_239,Data Engineering,Managed Service,True,False,-26,30_days,Data Engineering
CLIENT_117_005,05-08-2021,23-08-2021,Client Project,COMPLETE,,EMP408,CLIENT_117,,,False,False,-1769,none,
CLIENT_9_158,26-12-2022,20-01-2023,Internal Project,COMPLETE,EMP210,EMP445,CLIENT_9,,,False,False,-1254,none,
CLIENT_21_003,22-02-2021,16-04-2021,Client Project,COMPLETE,EMP263,,CLIENT_21,,,False,False,-1898,none,
CLIENT_75_004,02-03-2026,01-06-2026,Client Project,ACTIVE,EMP197,EMP167,CLIENT_75,BI and Reporting,Core Reporting,True,True,-26,none,BI and Reporting
CLIENT_9_213,01-08-2024,31-12-2026,Internal Project,ACTIVE,EMP667,EMP166,CLIENT_9,TechOps And MS,TechOps And MS,True,False,187,none,TechOps And MS
CLIENT_281_004,12-05-2025,25-07-2025,Client Project,COMPLETE,EMP688,EMP688,CLIENT_281,BI and Reporting;Data Engineering,Managed Services,False,False,-337,none,BI and Reporting
CLIENT_239_004,20-10-2025,31-08-2026,Managed Services,COMPLETE,EMP716,EMP194,CLIENT_239,Data Engineering;Consulting,Managed Services,False,False,65,none,Data Engineering
CLIENT_9_179,02-01-2024,05-07-2025,Client Project,COMPLETE,EMP667,EMP667,CLIENT_9,Data Engineering,,False,False,-357,none,Data Engineering
CLIENT_88_008,19-05-2023,16-06-2023,Client Project,COMPLETE,EMP474,EMP474,CLIENT_88,,,False,False,-1107,none,
CLIENT_444_004,25-05-2026,13-07-2026,Client Project,ACTIVE,EMP436,EMP245,CLIENT_444,BI and Reporting;Consulting,Core Reporting,True,False,16,30_days,BI and Reporting
CLIENT_407_002,24-02-2025,03-03-2025,Client Project,COMPLETE,EMP994,EMP1011,CLIENT_407,BI and Reporting,Core Reporting,False,False,-481,none,BI and Reporting
CLIENT_448_002,07-07-2025,24-10-2025,Client Project,COMPLETE,EMP571,EMP749,CLIENT_448,TechOps and Automation,Value Creation,False,False,-246,none,TechOps and Automation
CLIENT_449_001,11-12-2025,15-01-2026,Client Project,COMPLETE,EMP436,EMP535,CLIENT_449,Data Engineering;Consulting,Data Advisory,False,False,-163,none,Data Engineering
CLIENT_376_001,18-05-2026,15-06-2026,Client Project,COMPLETE,EMP688,EMP688,CLIENT_376,Data Engineering;Consulting;BI and Reporting,Core Reporting,False,False,-12,none,Data Engineering
CLIENT_9_263,18-08-2025,31-10-2025,Internal Project,COMPLETE,EMP47,EMP762,CLIENT_9,,,False,False,-239,none,
CLIENT_128_007,15-11-2023,26-04-2024,Client Project,COMPLETE,EMP333,EMP167,CLIENT_128,,,False,False,-792,none,
CLIENT_264_003,04-12-2023,17-05-2024,Client Project,COMPLETE,EMP231,EMP215,CLIENT_264,,Managed Services,False,False,-771,none,
CLIENT_450_001,16-07-2025,29-07-2025,Client Project,CLOSED,EMP349,EMP615,CLIENT_450,,Managed Services,False,False,-333,none,
